Symbol,Strategy,FinalEquity,AnnRet,AnnVol,Sharpe,MaxDD,Calmar,param_mr_window,param_vol_q,param_fee_bps
SPY,Momentum,0.7771461679923278,-0.01696618423946017,0.09001846744107835,-0.14446144745355044,-1.5390435417769819,-0.011023849409660618,20,0.8,2.0
SPY,Mean Reversion,2.5084228220865628,0.0644056901097041,0.1369757103542095,0.524500437224074,-1.7675692148020814,0.03643743598290477,20,0.8,2.0
SPY,Mean Reversion with Regime,2.2777616626672756,0.05746002980300813,0.08478624801861244,0.7013692319081732,-1.313713608394678,0.043738627228824024,20,0.8,2.0
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,20,0.8,2.0
2330.TW,Momentum,1.5322455065355438,0.030459435041078287,0.133133243266696,0.2917626365296316,-1.3450111173933508,0.022646232917471396,20,0.8,2.0
2330.TW,Mean Reversion,6.571260104055972,0.14153944095522508,0.17051163441870373,0.8616834357551891,-3.9401155000457466,0.03592266291523224,20,0.8,2.0
2330.TW,Mean Reversion with Regime,3.538821828802673,0.0929281881464612,0.1284844714656621,0.7558641741467815,-2.457798819084105,0.037809517778632,20,0.8,2.0
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,30,0.1,0.5
SPY,Momentum,0.9517581916574899,-0.0033501413342850173,0.09000798468362174,0.008327993351932983,-1.5111984469617847,-0.0022168771685944803,30,0.1,0.5
SPY,Mean Reversion,2.4862420106879997,0.06376425043746337,0.13631827621761988,0.5219740217240062,-1.628872112318638,0.039146259522300594,30,0.1,0.5
SPY,Mean Reversion with Regime,1.1655504376061203,0.01045142422676304,0.03846454259355128,0.2894942739008823,-1.1135341282034488,0.009385814015081097,30,0.1,0.5
2330.TW,Buy&Hold,27.586594324235275,0.2626968130412368,0.2525452682972516,1.0499831172641059,-8.398519125197021,0.03127894443356098,30,0.1,0.5
2330.TW,Momentum,1.8810812504681318,0.04542836934526262,0.13317431461065452,0.40001280442835524,-1.3413082859008605,0.03386870104567471,30,0.1,0.5
2330.TW,Mean Reversion,6.996274271717039,0.14658088896354005,0.16947275382761928,0.8918537873674016,-3.4894438445675995,0.04200694881269937,30,0.1,0.5
2330.TW,Mean Reversion with Regime,1.9383479190834159,0.04763510740031318,0.05035791892553112,0.9490663040704571,-1.1000299936649123,0.04330346233706755,30,0.1,0.5
SPY,Buy&Hold,6.57202537023068,0.13631033926210834,0.1709404082602463,0.833541156725043,-2.2558361121045976,0.06042563931425705,30,0.1,1.0
